Job Title,Company,Location,Description,Skill,Extracted skills,Key skills
SQL DBA,Veredus - DC,Alexandria,"Company Description

Veredus recently named one of the ""Best Staffing Firms to Work for in 2012"" by Staffing Industry Analysts!

6 months contract

$45/hr

Job Description

Day to day responsibility

Ability to understand and analyze data models - how the data is stored in relational databases
Design and development of complex large scale OLTP system in Oracle environment
Manage a small team of data engineers responsible for performing various data analysis and on-going data base design and development
Obtain, scrub, explore, model and interpret data currently stored in Oracle databases - using SQL and other data mining tools like SAS or SPSS Modeler
Ability to understand system integration aspects of integrating model input and output in transactional systems to help real time decision making
Good understanding software application architecture and develop integration approaches for predictive models
Understand the data flow in ATS systems for targeting and incorporate models from both input and output perspective into these streams

Skills required
10-15 years of experience in data base programming, data modeling and design and development of large OLTP database using Oracle preferably running on Exadata.
3-5 years of leadership experience
Strong SQL programming skills
Experience in Oracle application design (e.g. Enterprise Manager, SQL Developer)
Experience in database/SQL performance tuning of large - multi-terabytes OLTP database
Hands-on experience creating and maintaining conceptual, logical and physical data models, preferably using ERwin 7.3 or later.
Hands-on experience developing fully normalized relational (3NF) data models
Candidate must be familiar modeling data structures to accommodate large scale (multi-terabytes) OLTP database systems
Experience in application/database documentation development, Database documentation: design/implementation recommendations, updated design specifications/database diagrams, data dictionaries, generate PDM DDLs, updated coding standards, performance tuning parameters.
Ability to support and assist the development and testing team in the design and implementation of database applications
Experience in performing data quality analysis and profiling tasks, including: Source/target assessments, Data model integrity, Redundancy checks, Ranges and outliers Sparsity/density metrics.
Prior experience in working with Customs or ICE travel related data a plus
Experience with statistics, modeling and machine learning techniques a plus
Advanced - Master's degree Computer Science or Applied Mathematics or Computational Statistics preferred
Strong organization and time management skills - prior experience in leading a small team is preferred
Excellent oral and written communication skills
Ability to work effectively within a team environment
Ability to work effectively in a high energy and a very rapid dynamic environment

Additional Information

Why Veredus?

Candidates work with a professional recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends-who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there's a position you really want, you're fully prepared to get it. Additionally, Veredus provides the following benefits:

o Medical Benefits
o Consultant Lunches and Outings
o Dental Benefits
o Life Insurance ($20,000 benefit)
o Vision
o ATOP-Accrued Time Off Program
o 401K
o Consultant Web-Site
o Name Plates
o Care packages/Survival packs
o Dedicated Consulting Services Representative",sql,['sql'],sql
"Lead Data Engineer (Python, SQL, AWS)",Capital One,Richmond,"Lead Data Engineer (Python, SQL, AWS)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Lead Data Engineer, you’ll have the opportunity to be on the forefront of driving a major transformation within Capital One.

What You’ll Do:
• Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies
• Work with a team of developers with deep experience in machine learning, distributed microservices, and full stack systems
• Utilize programming languages like Java, Scala, Python and Open Source RDBMS and NoSQL databases and Cloud based data warehousing services such as Redshift and Snowflake
• Share your passion for staying on top of tech trends, experimenting with and learning new technologies, participating in internal & external technology communities, and mentoring other members of the engineering community
• Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve financial empowerment
• Perform unit tests and conduct reviews with other team members to make sure your code is rigorously designed, elegantly coded, and effectively tuned for performance

Basic Qualifications:
• Bachelor’s Degree
• At least 4 years of experience in application development (Internship experience does not apply)
• At least 2 years of experience in big data technologies
• At least 1 year experience with cloud computing (AWS, Microsoft Azure, Google Cloud)

Preferred Qualifications:
• 7+ years of experience in application development including Python, SQL, Scala, or Java
• 4+ years of experience with a public cloud (AWS, Microsoft Azure, Google Cloud)
• 4+ years experience with Distributed data/computing tools (MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, or MySQL)
• 4+ year experience working on real-time data and streaming applications
• 4+ years of experience with NoSQL implementation (Mongo, Cassandra)
• 4+ years of data warehousing experience (Redshift or Snowflake)
• 4+ years of experience with UNIX/Linux including basic commands and shell scripting
• 2+ years of experience with Agile engineering practices

At this time, Capital One will not sponsor a new applicant for employment authorization, or offer any immigration related support for this position (i.e. H1B, F-1 OPT, F-1 STEM OPT, F-1 CPT, J-1, TN, or another type of work authorization).

The minimum and maximum full-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.

McLean, VA: $193,400 - $220,700 for Lead Data Engineer

Plano, TX: $175,800 - $200,700 for Lead Data Engineer

Richmond, VA: $175,800 - $200,700 for Lead Data Engineer

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.

This role is also eligible to earn performance based incentive compensation, which may include cash bonus(es) and/or long term incentives (LTI). Incentives could be discretionary or non discretionary depending on the plan.

Capital One offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well-being. Learn more at the Capital One Careers website. Eligibility varies based on full or part-time status, exempt or non-exempt status, and management level.

This role is expected to accept applications for a minimum of 5 business days.

No agencies please. Capital One is an equal opportunity employer (EOE, including disability/vet) committed to non-discrimination in compliance with applicable federal, state, and local laws. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.

If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.

For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com

Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.

Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).",sql,"['java', 'python']","java, python"
"AWS Java Full Stack Architect - Washington, DC (Hybrid)",Jobs via Dice,Not available,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Floga technologies, is seeking the following. Apply via Dice today!

Role: AWS Java Full Stack Architect

Location: Washington, DC (Hybrid)

Duration: Long term

Note: Resources highly preferred for candidates from Rail road or Transportations Domain experience required.

Special Skill Set:
• The AWS Java Full Stack Developer engineering role (MSA position) will be focused on developing and automating backend applications using Java and AWS technologies.
• Candidates must possess strong knowledge in full-stack development, AWS cloud services, continuous integration and test automation, adapted to working with agile methodologies.
• This MSA position is hybrid/remote requiring onsite presence for team meetings and in-person PI Planning events in DC/Wilmington locations.
• Experienced in developing and maintaining backend applications using Java and AWS.
• Experienced with GitHub and/or GitLab, SonarQube, JUnit, and Spring Boot.
• Experienced in Java coding in combination with AWS cloud development - Spring boot, Lambda, Kinesis, DynamoDB/Aurora, Redshift etc.
• Experienced in working with various J2EE technologies including Hibernate, Servlets, JNDI, JMS, JDBC, SOAP and Rest based Web services, Concurrent programming and Object Oriented design patterns.
• Experienced in Oracle/SQL, MQ, Web Services, XSLT, JAXB, and JDOM / EJB, JSON, JNDI, and HTTPS, JSP, and HTML / Security Models, JAAS, Role Based Security, and encryption techniques.
• Experienced with Javascript frameworks with excellent skills in writing and designing unit test cases using TDD and BDD methodologies while working within agile teams.
• Experienced in all phases of software development from requirements through implementation and test to operations.",java,"['java', 'aws', 'javascript', 'html']","java, aws, javascript, html"
Senior Full Stack Java Developer AWS and Kafka,Randstad USA,Washington,"job summary:
Our client, a leading organization in the DC area, is seeking a highly skilled Senior Full Stack Java Developer with strong experience in AWS cloud services and Kafka to join their dynamic development team. This role requires a hands-on developer who can contribute across the entire stack-from building scalable back-end services to creating responsive front-end applications. The ideal candidate will bring deep expertise in Java, cloud-based architecture, and data streaming technologies, along with strong collaboration and communication skills to work with cross-functional teams including Product Owners, Architects, and DevOps.

location: Washington, Washington, D.C.
job type: Contract
salary: $65 - 70 per hour
work hours: 9am to 5pm
education: Bachelors

responsibilities:
• Design, develop, and maintain scalable full stack web applications using Java, Spring, Angular, and AWS services
• Write clean, efficient, and high-performance code for both front-end and back-end components
• Configure and administer Kafka for real-time data streaming and event-driven architecture
• Develop and maintain data models and complex SQL operations to ensure data integrity and support business logic
• Collaborate with Product Owners to refine user stories and break down technical requirements
• Participate in code reviews, mentor junior developers, and promote coding best practices
• Integrate CI/CD pipelines using tools like Git, Jenkins, and JIRA in an Agile/Scrum environment
• Ensure alignment with solution design by partnering with architects and tech leads
• Stay current with emerging technologies and suggest improvements for system performance and reliability

qualifications:
• Bachelor's degree in Computer Science, Engineering, or related field (or equivalent experience)
• 8+ years of professional Java development experience
• 3+ years of hands-on experience with Kafka (development and/or administration)
• 3+ years of full stack development experience with Angular or similar front-end frameworks
• Strong expertise with AWS services (e.g., Lambda, EC2, S3, API Gateway, DynamoDB, Redshift, CloudFormation)
• Proven experience with RESTful API design and microservices architecture
• Proficiency in SQL and data modeling across relational and NoSQL databases
• Experience with CI/CD tools such as Git, Jenkins, JIRA, and automated testing frameworks
• Solid understanding of event-driven and domain-driven design principles
• Agile/Scrum team experience
• AWS Certified Developer or Solutions Architect (preferred)
• Kafka certification or training (a plus)

skills:
• Strong Programming Skills
• Cloud Computing Expertise
• Team Collaboration
• Effective Communication
• Requirements Gathering & Analysis
• Problem Solving & Critical Thinking
• Agile & Scrum Methodology Familiarity
• Full Stack Development Proficiency
• Adaptability to New Technologies
• Attention to Detail & Code Quality

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.

At Randstad Digital, we welcome people of all abilities and want to ensure that our hiring and interview process meets the needs of all applicants. If you require a reasonable accommodation to make your application or interview experience a great one, please contact HRsupport@randstadusa.com.

Pay offered to a successful candidate will be based on several factors including the candidate's education, work experience, work location, specific job duties, certifications, etc. In addition, Randstad Digital offers a comprehensive benefits package, including: medical, prescription, dental, vision, AD&D, and life insurance offerings, short-term disability, and a 401K plan (all benefits are based on eligibility).

This posting is open for thirty (30) days.",java,"['java', 'aws', 'sql']","java, aws, sql"
Full Stack Developer (Angular & Java),Accenture Federal Services,Washington,"At Accenture Federal Services, nothing matters more than helping the US federal government make the nation stronger and safer and life better for people. Our 13,000+ people are united in a shared purpose to pursue the limitless potential of technology and ingenuity for clients across defense, national security, public safety, civilian, and military health organizations.

Join Accenture Federal Services, a technology company and part of global Accenture, to do work that matters in a collaborative and caring community, where you feel like you belong and are empowered to grow, learn and thrive through hands-on experience, certifications, industry training and more.

Join us to drive positive, lasting change that moves missions and the government forward!

The Work:

Demonstrate advanced proficiency in Software development across multiple Platforms and frameworks. Collaborate closely with both government and contractor development teams to support full lifecycle activities related to application development and O&M. Contribute to all phases of lifecycle development, including planning, design, development, testing, deployment, and sustainment, ensuring high-quality and mission-aligned technical solutions. Responsibilities include, but are not limited to, the development, analysis, and refinement of technical requirements and specifications as provided by system stakeholders.

Here’s what you need:
• 5+ years of Development experience
• Bachelor’s Degree (additional 4 years of experience may be considered in lieu of the Degree)
• Angular and Java Development experience
• AWS experience
• Active Top Secret required with ability to obtain SCI

Bonus points if you have:
• Software Development experience in Oracle Apex, .NET & Python
• Obtained relevant Cloud certifications such as Microsoft Certified Azure Solutions Architect or AWS Cloud Practitioner
• Experience with Native or 3rd party DevOps solutions such as Terraform or Ansible etc.
• Instrumental in leading teams/projects or workstreams where you were a major contributor in decision -making, coaching, mentoring, developing the teams' skills and/or managing conflicts
• Experience and responsible for working in a multi-vendor environment building relationships with cross functional entities across the organization to avoid silos

As required by local law, Accenture Federal Services provides reasonable ranges of compensation for hired roles based on labor costs in the states of California, Colorado, Hawaii, Illinois, Maryland, Minnesota, New Jersey, New York, Washington, Vermont, and the District of Columbia. The base pay range for this position in these locations is shown below. Compensation for roles at Accenture Federal Services varies depending on a wide array of factors, including but not limited to office location, role, skill set and level of experience. Accenture Federal Services offers a wide variety of benefits. You can find more information on benefits here. We accept applications on an on-going basis and there is no fixed deadline to apply.

The pay range for the states of California, Colorado, Hawaii, Illinois, Maryland, Minnesota, New Jersey, New York, Washington, Vermont, and the District of Columbia is:

$108,400—$203,400 USD

What We Believe

As a company wholly dedicated to serving the US federal government, we bring together the best talent to help reinvent how federal agencies operate and deliver greater value for their mission and the American people. We have an unwavering commitment to creating a culture in which all our people are respected, feel a sense of belonging, and have equal opportunity. As a business imperative, every person at Accenture Federal Services has the responsibility to create and sustain a culture where everyone feels welcomed and included. This is grounded in our core values and our experience that hiring and developing great people who reflect different perspectives, experiences, and backgrounds is key to driving innovation and delivering the results that our clients and the country count on.

Equal Employment Opportunity Statement

We believe that no one should be discriminated against because of their differences. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law. Our rich diversity makes us more innovative, more competitive, and more creative, which helps us better serve our clients and our communities. For details, view a copy of the Accenture Federal Services Equal Opportunity Policy Statement.

Accenture Federal Services is an Equal Employment Opportunity employer. Additionally, as an Affirmative Action Employer for Veterans and Individuals with Disabilities, Accenture Federal Services is committed to providing veteran employment opportunities to our service men and women.

Requesting An Accommodation

Accenture Federal Services is committed to providing equal employment opportunities for persons with disabilities or religious observances, including reasonable accommodation when needed. If you are hired by Accenture Federal Services and require accommodation to perform the essential functions of your role, you will be asked to participate in our reasonable accommodation process. Accommodations made to facilitate the recruiting process are not a guarantee of future or continued accommodations once hired.

If you are being considered for employment opportunities with Accenture Federal Services and need an accommodation for a disability or religious observance during the interview process or for the job you are interviewing for, please speak with your recruiter.

Other Employment Statements

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States.

Candidates who are currently employed by a client of Accenture Federal Services or an affiliated Accenture business may not be eligible for consideration.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

The Company will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. Additionally, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the Company's legal duty to furnish information.

California requires additional notifications for applicants and employees. If you are a California resident, live in or plan to work from Los Angeles County upon being hired for this position, please click here for additional important information.",java,"['java', 'python', 'aws', 'azure']","java, python, aws, azure"
Java Fullstack developer,Jobs via Dice,McLean,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Hexaware Technologies, Inc, is seeking the following. Apply via Dice today!

What Working at Hexaware offers:

Hexaware is a dynamic and innovative IT organization committed to delivering cutting-edge solutions to our clients worldwide. We pride ourselves on fostering a collaborative and inclusive work environment where every team member is valued and empowered to succeed.

Hexaware provides access to a vast array of tools that enhance, revolutionize, and advance professional profile. We complete the circle with excellent growth opportunities, chances to collaborate with highly visible customers, chances to work alongside bright brains, and the perfect work-life balance.

With an ever-expanding portfolio of capabilities, we delve deep into and identify the source of our motivation. Although technology is at the core of our solutions, it is still the people and their passion that fuel Hexaware s commitment towards creating smiles.

At Hexaware we encourage to challenge oneself to achieve full potential and propel growth. We trust and empower to disrupt the status quo and innovate for a better future. We encourage an open and inspiring culture that fosters learning and brings talented, passionate, and caring people together.

We are always interested in, and want to support, the professional and personal you. We offer a wide array of programs to help expand skills and supercharge careers. We help discover passion the driving force that makes one smile and innovate, create, and make a difference every day.

The Hexaware Advantage: Your Workplace Benefits

Health benefits with low-cost employee premium.

Range of voluntary benefits such as Legal, Identity theft and Critical Care Coverage training and upskilling opportunities through Udemy and Hexavarsity

Role: Java Fullstack Developer

Location: Mclean, VA

Description:

8+ years of experience in Design and Development of applications using Java 8+/J2EE, Spring, Spring-Boot, RESTful Services and UI Framework

Should have exp in Leading a team.

5+ years of experience in design and development of Microservice using Spring-Boot and REST API

Strong knowledge/experience in ORM Framework - JPA / Hibernate

Good knowledge and experience in Docker and Kubernetes

2+ years of experience in any one of the UI Framework - Angular / ReactJS

1+ years of experience in designing and Implementing cloud-based solutions in various AWS Services (EC2, IAM, S3, Lambda, etc)

Good knowledge and experience in any RDBMS/PostgreSQL

Strong experience in DevOps tool chain (Jenkins, Artifactory, Maven/Gradle, GIT/BitBucket)

Good knowledge in technical concepts Security, Transaction, Monitoring, Performance

Nice to have:

Experience with OAuth implementation using Ping Identity

Familiarity with API Management (Apigee) and Service Mesh (Istio)

Experience with Elasticsearch, Logstash & Kibana

Good knowledge and experience in any Queue based implementations

Good knowledge and experience in NoSQL (MongoDB)

Experience with scripting languages using Unix, Python

Soft Skills

Fast learner of new technologies and tools.

Work independently contributing to the success of assigned project(s).

Participate in discussions with project teams to understand the application design, build process and help deploy applications in target environments.

Degree in Computer Science, Engineering or equivalent

Preferably certified in AWS

Privacy Statement:

The information you provide will be used in accordance with the terms of our Privacy Policy and will be used specifically for the business/processing purpose of the event. You should be aware that we may share your details with our approved vendors for this event to be handled successfully.",java,"['docker', 'kubernetes', 'java', 'python', 'aws']","docker, kubernetes, java, python, aws"
AWS Java Full Stack Developer,Jobs via Dice,McLean,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, PETADATA, is seeking the following. Apply via Dice today!

location: McLean, VA

Experience: 7-14 years'

Work Type: C2C- Onsite

PETADATA is lo

Position: AWS Java Full Stack Developer

Lo

oking to hire for the AWS Java Full Stack Developer position for one of their clients.

Roles & Responsibilities:
• Design and develop applications using Java 8+/J2EE, Spring, Spring Boot, and RESTful Services
• Develop microservices-based architectures using Spring Boot and REST API
• Work with AWS services
• Develop and integrate applications with NoSQL databases, specifically MongoDB
• Experience with Docker and Kubernetes
• Collaborate with cross-functional teams to identify and prioritize project requirements

Required Skills:
• 7-14 years of experience in the Java tech stack
• Strong expertise in Java, Spring Boot, and Microservices
• Experience with AWS services
• Knowledge of GraphQL
• Mandatory experience with NoSQL DB, specifically MongoDB
• Experience with ORM Framework-JPA / Hibernate
• Strong understanding of software design patterns and principles
• Excellent problem-solving skills and attention to detail

Interview Criteria:
• A face-to-face L2 discussion at the Herndon office will follow L1 selection

Note:
• Candidates must be local to McLean, VA, and able to attend in-person interviews
• Heavy data knowledge required for this project

Educational Qualification:

Bachelor's/Master's degree in Computer Science, Engineering, or a related field.

We offer a professional work environment and every opportunity to grow in the Information technology world.

Note:

Candidates must attend phone/video call / in-person interviews, and after the selection of the candidate (He/She), they should go through all background checks on education and experience.

Please email your resume to:

After carefully reviewing your experience and skills, one of our HR team members will contact you on the next steps.",java,"['docker', 'kubernetes', 'java', 'aws', 'mongodb']","docker, kubernetes, java, aws, mongodb"
Full Stack Java Developer,iCatalyst,Washington,"Requirement ID#: 2025_0415_JD
Job Type: Full Time

Location: Washington, DC

Hybrid/Remote options

Overview

iCatalyst, Inc. is an agile solution-oriented business and technology solutions company serving as a trusted partner and advisor to multiple federal and commercial customers since 2007.

We are appraised at Capability Maturity Model Integration (CMMI) ML3 in Software Development and our systems are International Organization for Standardization (ISO) 9001:2015

(Quality Management) and ISO 27001:2022 (Information Security) certified. Our expertise and primary support are in the areas of Program Management, Software Development, Independent Verification

and Validation (IV&V), Artificial Intelligence (AI), Natural Language Processing (NLP), Machine Learning (ML), and Robotics Process Automation (RPA), Enterprise Architecture, Data Analytics

and Business Intelligence, and Cyber Security.

We have an exciting opportunity for a seasoned Java Developer to join our team on a long-term federal project.

We offer a comprehensive benefits package to include medical, dental, short-term disability insurance, life insurance, free Uber rides and phone reimbursement.

Other benefits include 401K, paid government holidays, training, education assistance, wellness benefit, and paid personal leave.

Job Responsibilities

Some high-level duties include but are not limited to:
• Develop and manage software code using Springboot microservices framework through full development lifecycle.
• Write advanced level code using Java, JavaScript, etc. using PostgreSQL.
• Write clean, efficient, and complex algorithms and code based on the requirements.
• Ability to work with Google maps, Arc objects, spatial4j, PostGIS and open-source libraries.
• Ability to debug and trace through multi-layered applications with version control and release management.
• Working experience in front end web and database development including understanding of web security.
• Install and manage the application and deployment using AWS environment.
• Ability to understand requirements and create models for visualization prior to implementing the UI.
• Develop APIs and create complex routines for data integration and data transfer.
• Use of JIRA or similar tools to track bugs and implement bug fixes and other change requests as needed.
• Assist technical writing including proposal support.
• Undertake special projects as required.

Required Skills
• Expertise in developing code in Java, JavaScript and AngularJS.
• Expertise in using relational database e.g., SQL Server, PostgreSQL, PostGIS, etc.
• Writing clean and understandable code and maintaining technical documentation.
• Knowledge of and ability to develop both front-end and back-end applications.
• Strong planning and organizing skills and are a team player.
• Ability to prioritize and work effectively towards deadlines.
• Attention to detail and accuracy.
• Proficiency in working with AWS cloud.
• Ability to work independently and as part of a team; ability to take initiative with minimal direction and to solve problems.
• Excellent oral and written communication skills.
• Flexibility and multiple task adaptability.
• Ability to interact with a variety of individuals in a courteous and professional manner.

Experience/Qualifications
• 8 years of relevant experience.
• Experience using Java, JS, AngularJS, Spring boot, SQL, HTML, JIRA, REST API, PostgreSQL, PostGIS, etc.

Education
• Position requires BS/BA degree in a STEM discipline from an accredited university with 8 years of experience OR a MS/MA degree in STEM discipline with 6 years of experience.

Contract/Customer
• Federal Agency

Travel
• N/A

Clearance
• Ability to obtain and maintain a Public Trust Clearance.

Other
• US Citizenship or Permanent Residency, VISA sponsorship not available.",java,"['java', 'aws', 'javascript', 'sql']","java, aws, javascript, sql"
Software Developer II – Java,"TriMerge Consulting Group, P.A.",Washington,"Software Developer II – Java

Position Summary:
We are seeking for a software developer II - Java. This role focuses on developing enterprise Java-based applications to support mission-critical business operations. The Software Developer II works with cross-functional teams to build, implement, and maintain scalable systems using modern technologies and practices.

Key Responsibilities:
• Design, code, test, and debug enterprise Java applications.
• Follow industry best practices and internal standards for software development and documentation.
• Contribute to software design discussions and code reviews.
• Develop web-based applications using Java EE technologies, integrating with RDBMS systems.
• Collaborate with business users and IT departments to ensure functionality meets expectations.
• Support legacy system migration, feature enhancement, and new development.

Qualifications and Experience:
• 6+ years of experience with Java EE, EJB, Hibernate, JMS, JSF, and JBoss.
• 4+ years working with Oracle 10g+ and other RDBMS platforms.
• 4+ years in application development, object-oriented design, and web services.
• Familiarity with technical documentation and Agile/Scrum environments.

Desired Skills:
• Experience in PL/SQL, scripting, and Oracle Access Manager.
• Understanding of high-availability systems and configuration management.
• Knowledge of SOA patterns and enterprise integration.

Soft Skills:
• Strong communication and collaboration abilities.
• Demonstrated problem-solving and analytical thinking.
• Ability to work independently or as part of a team in dynamic environments.

Job Type: Full-time

Pay: $105,228.04 - $151,909.03 per year

Benefits:
• 401(k)
• Dental insurance
• Health insurance
• Paid time off
• Professional development assistance
• Vision insurance

Ability to Commute:
• Washington, DC 20006 (Preferred)

Ability to Relocate:
• Washington, DC 20006: Relocate before starting work (Preferred)

Work Location: In person",java,['java'],java
AWS Java Full Stack Developer,Randstad USA,Washington,"job summary:
Randstad is seeking an experienced AWS Java Full Stack Developer to support a federal client in a hybrid role based in Washington, DC. The ideal candidate will bring strong backend development experience using Java, Spring Boot, and AWS cloud services, along with proficiency in full-stack development, CI/CD practices, and agile methodologies. This position will require occasional onsite presence for team collaboration and PI Planning events.

location: Washington, Washington, D.C.
job type: Contract
salary: $75 - 85 per hour
work hours: 9am to 5pm
education: Bachelors

responsibilities:
• Design, develop, and maintain scalable backend applications using Java and AWS services
• Build and support full-stack solutions leveraging Spring Boot, Lambda, Kinesis, DynamoDB, Aurora, and Redshift
• Participate in all phases of the SDLC including requirements, development, testing, and deployment
• Integrate various J2EE technologies such as Hibernate, Servlets, JMS, and REST/SOAP-based web services
• Implement secure application design using JAAS, role-based security, and encryption techniques
• Collaborate using GitHub/GitLab for version control and code reviews
• Ensure high code quality through unit testing with JUnit and static code analysis via SonarQube
• Develop UI components using JavaScript frameworks and apply TDD/BDD practices
• Work closely with cross-functional teams in an Agile/SAFe environment

qualifications:
• Minimum 5+ years of professional experience in Java development
• 3+ years of hands-on experience with AWS cloud services (e.g., Lambda, DynamoDB, S3, Kinesis)
• Proficiency with Spring Boot, REST APIs, and microservices architecture
• Experience with front-end JavaScript frameworks (React, Angular, or similar)
• Strong knowledge of CI/CD pipelines and tools such as GitHub/GitLab, Jenkins, and SonarQube
• Experience working in Agile/Scrum or SAFe environments
• Familiarity with J2EE technologies including Hibernate, Servlets, JMS, and web services
• Solid understanding of security protocols, encryption, and role-based access control
• Proficient in writing unit tests with JUnit and practicing TDD/BDD
• Experience with databases such as Oracle, Aurora, or Redshift
• Bachelor's degree in Computer Science, Engineering, or related field
• AWS Developer or AWS Solutions Architect certification (preferred)
• SAFe Scrum Master or SAFe Practitioner certification (a plus)

skills:
• Strong Programming and Debugging Skills
• Effective Communication and Collaboration
• Experience with Cloud-Based Development
• Agile and SAFe Methodology Proficiency
• Front-End and Back-End Development Expertise
• Problem Solving and Analytical Thinking
• Secure Coding and Best Practices Awareness
• Requirements Gathering and Documentation
• CI/CD Pipeline and DevOps Familiarity
• Adaptability and Willingness to Learn

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.

At Randstad Digital, we welcome people of all abilities and want to ensure that our hiring and interview process meets the needs of all applicants. If you require a reasonable accommodation to make your application or interview experience a great one, please contact HRsupport@randstadusa.com.

Pay offered to a successful candidate will be based on several factors including the candidate's education, work experience, work location, specific job duties, certifications, etc. In addition, Randstad Digital offers a comprehensive benefits package, including: medical, prescription, dental, vision, AD&D, and life insurance offerings, short-term disability, and a 401K plan (all benefits are based on eligibility).

This posting is open for thirty (30) days.",java,"['java', 'aws', 'javascript']","java, aws, javascript"
Senior Backend Java Developer,NovaGigs,Washington,"ID: 2019-027-1001-ra
Title: Senior Backend Java Developer
Job Location: Washington, D.C.
Posted Date: 2/11/2019

Responsibilities:
• Lead developers in the analysis, design and devlopment of new functionality.
• Design, build, and deploy new features and enhancements to existing software using Java, Spring, Hibernate and other core Java technologies.
• Explore the application of new technologies via prototypes that convey capability and purpose.
• Optimize application performance.

Qualifications:
• BS Degree Computer Science or related field.
• At least 7 years of experience in software engineering using Java/J2EE and related server side technologies.
• 5+ years with server side frameworks such as Spring, Hibernate, Angular, and D3.
• Experience with Clearcase, SVN, Eclipse, ANT and Maven
• Experience with Oracle SQL
• Agile software development methodology.
• Financial industry experience.
• Nice to have:
• Selenium & Cucumber
• SOAP and/or REST
• UNIX/LINUX scripting skills
• JavaScript/jQuery/XML/HTML/CSS/Ajax coding skills",java,"['java', 'sql']","java, sql"
